Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary,processed_text
5980,101037953612.0,2,PO037941,Billing,"Hi Sandy,    Can you resend me your purchase order. There's no price in the attached file.     Thank | Hi Caroline ,



Please provide me the price for both the line items and I will send you the rev | Hello,     UPG is asking for our pricing for Degotardi so that he can finalize its PO.  Can you reve | Hi Caroline,

Degotardi is a UPG customer and they wish to renew through them. Can you please forw | What about a small upgrade to cover the discout?

Kind regards
Simon Shaw
Sales Director EMEA &  | Hi Simon,

We are not giving UPG any special discount, they are our reseller as you know.

I am  | Hi Daniel,

Don't get me wrong, the channel is your business.
It just seems a bit crazy that we a | Not a big deal on this one but we should discuss it for future instances.  What we could do in the f | ​  Hi Sandy,    Please find below our normal prices for these articles:  -Renewal for Collaborate, S | Hello,

These are the list prices and UPG uses reseller prices for their POs, what is the reason f | Daniel Chamorro      Hi Daniel,     I don't understand.  I've just sent them our normal prices. They | Correct these are SRP pricing and they need to subtract the 20% discount, or use the pricelist you p | Sure Rob, will do.

The mix up with UPG is that they have different persons handling their POs, se | Hello Sandy,

Please refer to column F on the Excel below for UPG’s reseller pricelist:

[​xlsx  | Hi Caroline,

Please find the amended PO


Thanks
Sandy


Sandy Patel
Logistics Administra | Hi Daniel,


Customers existing subscription expired yesterday so they are asking about renewal. | Hi Sandy,

Thanks for sending in your PO for Degotardi’s renewal, they will have access to their C | Daniel Chamorro      Hello,  Invoice sent  Follow-up sales & Orion adjusted       Can you confirm ev | Thanks Caroline,

I'll follow up with UPG on this.

Best regards,
Daniel



",hi sandy resend purchase order theres price attached file thank hi caroline please provide price line items send rev hello upg asking pricing degotardi finalize po reve hi caroline degotardi upg customer wish renew please forw small upgrade cover discout kind regards simon shaw sales director emea hi simon giving upg special discount reseller know hi daniel dont get wrong channel business seems bit crazy big deal one discuss future instances could f hi sandy please find normal prices articles renewal collaborate hello list prices upg uses reseller prices pos reason f daniel chamorro hi daniel dont understand ive sent normal prices correct srp pricing need subtract discount use pricelist p sure rob mix upg different persons handling pos se hello sandy please refer column f excel upgs reseller pricelist xlsx hi caroline please find amended po thanks sandy sandy patel logistics administra hi daniel customers existing subscription expired yesterday asking renewal hi sandy thanks sending po degotardis renewal access c daniel chamorro hello invoice sent followup sales orion adjusted confirm ev thanks caroline ill follow upg best regards daniel
5979,101026576803.0,2,VR mode,Cintoo VR,"Hi Steve,

You should be able to inactivate automatic firefox update in the settings.
https://sup | Hi Steve,    I can confirm it is Firefox issue with version 123, not a Cintoo bug. Version Firefox ( | Hi Joao-Carlos

Sorry, I didn’t mean there’s a Cintoo bug specifically. I assume it’s something th | I forgot one other question. I think this is obvious but am I correct that VR mode only works with l | João-Carlos Pereira Fialho as for the last question from the customer, yes the VR only works with 3D | Hi Steve,    Sorry for the late reply. Yes the VR only works with 3D data (scans or models), not wit | Hello Leonardo

Thank you for the update. I have a use case that involves only 360 images and thou | Hi Steve,       Would your VR experience in Unreal/Unity support this in future?  Yes, absolutely, w | Simon Shaw, do you know this BP user? I don't want to talk about the PoC we have Theorem because I d | Steve Mustard is based in the US so probably not aware of the work with Theorem yet, as this is bein | Ok, thanks mister Simon for the info!",hi steve able inactivate automatic firefox update settings httpssup hi steve confirm firefox issue version cintoo bug version firefox hi joaocarlos sorry didnt mean theres cintoo bug specifically assume something th forgot one question think obvious correct vr mode works l joocarlos pereira fialho last question customer yes vr works hi steve sorry late reply yes vr works data scans models wit hello leonardo thank update use case involves images thou hi steve would vr experience unrealunity support future yes absolutely w simon shaw know bp user dont want talk poc theorem steve mustard based us probably aware work theorem yet bein ok thanks mister simon info
5976,101037953612.0,2,Fwd: Commande d'achat : 8000082557 CSTJF Pau,,"Thanks Simon
Excellent

Sent from Outlook for iOS<https://aka.ms/o0ukef>
_______________________ | Simon Shaw      Hello,     Invoice processed, ready to be posted on their portal.  MRR monthly recor",thanks simon excellent sent outlook ioshttpsakamsoukef simon shaw hello invoice processed ready posted portal mrr monthly recor
5974,101037953612.0,2,Fwd: Electronic Funds Transfer Payment by Wade Trim,Billing,Payment received  I'm closing this ticket,payment received im closing ticket
5973,101053189816.0,2,Overall Site Map,"Sitemap, Cintoo Cloud","Omar Zerhouni This is a feature request  | John, can you please check with the customer if the use of alignment tool as explained at the end of | Hi Stephen,    I wanted to reach out regarding the site map feature in our software.  We have a help | Agreed the alignment tool is exactly what I want, and will continue to be helpful but it would be go | Leonardo Hidd Fonteles Omar Zerhouni Have explained to customer but would like his suggestion taken  | Thanks John, I'll contact Stephen | Hi Stephen :)
   
   
    
   
   
   Picking the scans (or 360 images) to match with the Site Map i | All I'm looking for is a quicker easier way to place the site map.  Thank you for your interest.  Ag",omar zerhouni feature request john please check customer use alignment tool explained end hi stephen wanted reach regarding site map feature software help agreed alignment tool exactly want continue helpful would go leonardo hidd fonteles omar zerhouni explained customer would like suggestion taken thanks john ill contact stephen hi stephen picking scans images match site map im looking quicker easier way place site map thank interest ag
5972,101037953612.0,2,FW: UNITEC | PO - E-Con,Billing,Petra Doucet      Invoice sent - order confirmation sent  Follow-up sales & Orion adjusted,petra doucet invoice sent order confirmation sent followup sales orion adjusted
5971,,2,INC0711517 || Vulnerability in ESET Products,"security, Cintoo Cloud","Hi Nidhi,  Thank you for contacting us. We acknowledge your request to check if we are using any ESE | João-Carlos Pereira Fialho I belive this is something you might be able to take care | John Tapia This is a request from MONTREAL airport, even speaking french they are CANADA based. On t | thanks  | Salomon Mayengue Thomas Corvazier IT Security  | John Tapia João-Carlos Pereira Fialho FYI there is now a dedicated group ""IT & Security"" in Freshdes | Hi Nidhi,    ​Cintoo doesn't use ESET and is not impacted.     Regards       Cyril DEGUET   Chief Ar | Our email address has changed from Fusion@us.ibm.com to Fusion@weather.com.  Please send an email to | Merci pour votre courriel.
Veuillez noter que je suis hors bureau,  retour le 12 Mars

SVP envoye | ﻿
Bonjour,

Prenez note que je suis actuellement hors du bureau. Je vous répondrai dès que possib | 
Bonjour,

Pourriez-vous vérifier le courrier ci-dessous et nous indiquer si vous utilisez les pr | Hi Nidhi,    As already answered, Cintoo doesn't use ESET and is not impacted.     Regards       Cyr | 
Bonjour,



Pourriez-vous vérifier le courrier ci-dessous et nous indiquer si vous utilisez le | I won't answer a third time... | Bonjour,



Pourriez-vous vérifier le courrier ci-dessous et nous indiquer si vous utilisez les ",hi nidhi thank contacting us acknowledge request check using ese joocarlos pereira fialho belive something might able take care john tapia request montreal airport even speaking french canada based thanks salomon mayengue thomas corvazier security john tapia joocarlos pereira fialho fyi dedicated group security freshdes hi nidhi cintoo doesnt use eset impacted regards cyril deguet chief ar email address changed fusionusibmcom fusionweathercom please send email merci pour votre courriel veuillez noter que je suis hors bureau retour le mars svp envoye bonjour prenez note que je suis actuellement hors du bureau je vous rpondrai ds que possib bonjour pourriezvous vrifier le courrier cidessous et nous indiquer si vous utilisez les pr hi nidhi already answered cintoo doesnt use eset impacted regards cyr bonjour pourriezvous vrifier le courrier cidessous et nous indiquer si vous utilisez le wont answer third time bonjour pourriezvous vrifier le courrier cidessous et nous indiquer si vous utilisez les
5970,101037953612.0,2,FW: [Colas] demande de Devis,Billing,"Simon Shaw      Hello,     Invoice sent  Follow-up sales & Orion adjusted",simon shaw hello invoice sent followup sales orion adjusted
5968,101026576803.0,2,Issues with view of projects,"Viewer, Cintoo Cloud","Hi Artemis,    Can you give us access to the project that you are having the issue? Please add john. | João-Carlos Pereira Fialho This is Norconsulting having issues with Viewer I have asked for access t | Hi John,
I see that the projects show in the veiwer now.
Best regards,
Hazar
Sendt fra Outlook f",hi artemis give us access project issue please add john joocarlos pereira fialho norconsulting issues viewer asked access hi john see projects show veiwer best regards hazar sendt fra outlook f
5966,101037953612.0,2,FW: DSP Cintoo subscription,,"Daniel Chamorro      Hi Daniel,  The automatic renewal of their subscription has been canceled.  The",daniel chamorro hi daniel automatic renewal subscription canceled
