Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary
6482,101093299571.0,3,VRSI Mesh Export,"Cintoo Cloud, Download Unified 3D Meshes, Projects","Thomas Corvazier Martial Marchesseau Just wanted  to check which group will handle this  | Omar Zerhouni it seems that several mesh fusion jobs have crashed yesterday, that probably explains  | Steven Tan I see that the mesh fusion retried 3 times and eventually failed due to out of memory, it | Thomas Corvazier   Understood. Do we know what could be the bottleneck here or if this has happened  | Steven Tan probably the selected volume was too wide and contained too much data, unfortunately mesh | @Kevin, here's an idea of the size of the work zone, all 59 scans are 40Mpoints, the crop they tried | Kevin Lefay  | Thanks to the DevOps team, we have been able to rerun the job on a VM with more memory with success. | Thanks Kevin Lefay and the DevOps!   Could we have the Jira ticket please for the follow-up? As the  | Ange Abou, there is currently no Jira ticket on our side.  I can create a bug to track the ""incident | Ange Abou I just got off the call with VRSI who is the company I made the ticket for. They have agre | Steven Tan, thank you!   Omar & Kevin Lefay, as far as the temporary solution is fine for the custom | I propose the following actions:  1. Use xxlarge VMs for unified mesh workflow as soon as possible.  | There are other priorities at the moment, but #3 is indeed in my TODO list"
6481,101102656450.0,2,FW: Invoices,,"Hi Björn,    ​Pleased find enclosed your last invoice.  Good receipt,  Best Regards,  Cécile"
6479,101101147224.0,1,FW: Cintoo: Your model 18276_Federated_DK2.nwd in Wuxi Biologics project could not be imported,"Import Model, NWD, Autodesk Construction Cloud, Cintoo Cloud","Hi Rodney,     yes we can certainly look at this.      As this support ticket was raised by Adam's o | Hi Kris, we can edit the Ticket Details and change the contact details to rodney@tantek4d.com ... I  | Ange Abou  changed thank you. what is the best way to review this get access to the model or the pro | Kris, usually for issue with model importer, we do both:  - get access to the model and project with | Ange Abou thank you i certainly will do this now thank you. Omar Zerhouni FYI | Hi Rodney,    In relation to your problematic upload is it possible to provide me access to the proj | Kris Atkinson Importing .nwd through disk is not an option. How did the user achieve it ? | Omar Zerhouni got point! I'm assuming he wasn't aware that this format was not available via disk im | Omar Zerhouni i have just tested this and the system does come up with unsupported file messages.    | Hi Rodney,    ​In addition can I confirm your import method for the .nwd? did you mention that this  | Hi Rodney,    I just wanted to follow up on the support ticket which was raised around the .nwd file | Hi Kris

Is there a number I can reach you on. Just had a query regarding the asset tag list too. | Hi Rodney,   ​   I don't. I'm available to send you across a team link if you like?        Regards   | Hi Kris ,

Can we go for 5:15 please ? This evening

Sent from Outlook for iOS<https://aka.ms/o0 | Hi Rodney,    thanks for your time yesterday evening.      Looking at the workzone you have added to | Hi Kris

Please find attached

Wuxi Biologics<https://tanteksolutions-my.sharepoint.com/:f:/g/pe | Hi Rodney,    Thanks but i am not able to access that link you have provided. Which email was it sen | Hi Rodney,    just wanted to check in again in relation to the navis file you were having issues wit"
6477,101095952946.0,1,ACC Integration - Links Incorrect directing to wrong server,"Autodesk Construction Cloud, Cintoo Cloud, Annotations, AEC-6220","Martial, I guess it's for you as PO for WebApp Frontend.  | Jira issue status changed to Write Spec -(Martial Marchesseau) added this comment | Jira issue status changed to Ready -(Martial Marchesseau) added this comment | Thanks for pointing this bug. I have reproduced the case and opened a new Jira bug task added into s | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Timothy Barker) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | The fiw is now in prod for ACC EMEA.  Note that exploring Autodesk API we find out that an APAC regi"
6476,101037953612.0,2,FW: Helsinki cost inquiry for Cintoo 45k capacity,,"Nice work Petra!

I have updated their subscription in Orion and they should be good to go.

Cec | Hello     Invoice sent & follow-up sales updated.     Excellent news"
6474,101053189816.0,2,Uploading 360 photos - feet or meters,"Import 360image, Cintoo Cloud","Hi Stephen,    Yes, the x, y, and z values in your CSV file must be in meters when uploading 360° im"
6472,101053189816.0,2,FW: Jedson Cintoo Login,"Login, Cintoo Cloud","Omar Zerhouni I believe the user wants a feature request to have the following done with the reset o | Hi Nick,    Let me check on this matter for you       John Tapia  Technical Support Manager  www.cin | Amanda Nunn Can you let me know if you can access the ticket  | John Tapia I can now thanks :) | Amanda Nunn, unfortunately that's an old story --> https://cintoo.atlassian.net/wiki/spaces/TPM/page | Amanda Nunn FYI this topic is now being tracked in Jira here: CP-361"
6471,101053189816.0,2,Re: Access to my Cintoo account,"Reset password, Cintoo Cloud",
6469,101053189816.0,2,Access to my Cintoo account,"Reset password, Cintoo Cloud","Hi Scott,    Have you checked your spam folder? Also I would like the URL you are using to reset the"
6468,101053189816.0,2,FW: VR,"Cintoo VR, Cintoo Cloud","Hi Jonas,    Can you provide any error messages or screenshots you are getting to further investigat | John Tapia Need to confirm they are using Firefox version 122.0.1 or older, with automatic updates d | Hi Jonas,    You need to make sure you are using Firefox version 122.0.1 or older, with automatic up | Guten Tag John

Danke für deine Nachricht.

Es lag an der Version des Firerfox. Könnte man das P"
6467,101102656450.0,2,FW: Request for Special Pricing on Additional 1000 Scans for Tecno Art Account,,"Hi Simon,     Invoice sent.  Orion and Follow up Sales updated.    Best regards,  Cécile"
6465,101102656450.0,2,RE: Invoices cancel subscription,,"Hi Simon,     Subscription cancelled. Orion and Follow up Sales updated.    Kind Regards,  Cécile"
6464,101037953612.0,2,I want to close a subscription that is due 23/05/2024,Billing,"Cyril Deguet Leonardo Hidd Fonteles Caroline Noel I was checking the email and the domain and it see | John Tapia Gary Young is a well known customer, you can find several tickets coming from him in Fres | Cyril Deguet Thanks for letting me know  | Just assigning the ticket to Billing  | Hello John,     Fyi, this cancelation has already been handled.     Cheers,     Caroline"
6463,,3,Issue with Process in Parallel for Mobile Scans,"Cintoo Connect, Import Unstructured Scans","Hi Nicholas Czarnick,  Can you provide the file you are using.  My guess is that there is not enough | One can see that the machine has 17 GB available, so this could not be a memory shortage problem. Th | Nicholas Czarnick we couldn't reproduce the bug systematically. Can you share the configuration of y | Omar Zerhouni Here is the e57 file i am using: VLX_e57_with_panos_large.e57      Here are my system  | Omar Zerhouni Xavier Lamorlette I did additional tests with this file: VLX3_WaterTreatment_EmbeddedP | Omar Zerhouni Xavier Lamorlette After additional testing, the only way I was able to consistently re | Nicholas Czarnick I managed to reproduce it. It s an Ivion right ?  The name is also intriguing. Wha | Nicholas Czarnick,     I reproduced the bug 4 times but the 5th time it was alright. aec.dev.cintoo. | “the CPU is at 100%”  This is expected when choosing the maximum parallelism.     “Memory is between | Omar Zerhouni Thanks for the additional information. Yes, its an Ivion generated file, but the name  | Nicholas Czarnick For now, I can only recommend not to use the maximum number of parallelisation pos | Omar Zerhouni Xavier Lamorlette See customer feedback below and screen recording they provided here: | Nicholas Czarnick Thanks for the feedback.     The 128gb was consuming only ~23% at the moment it cr | Hello,     Last week I reproduced the crash with another file in BLK2GO format (logs attached).  I m | Cedric Le Fringere FYI | Omar Zerhouni Here are the specs of their 128gb workstation:          They did clarify that this mac | Thanks Nicholas Czarnick   From Kevin message, we understood the problem. Solving it is another stor | Omar Zerhouni Xavier Lamorlette Leonardo Hidd Fonteles Anis Meftah      Another message from our cus | Nicholas Czarnick,     A workaround I can propose is to try to split the poses in multiple files and | Omar Zerhouni thanks for the input. they will try breaking the project down into separate files and  | Nicholas Czarnick cintoo-connect-setup-2.10.0-alpha-fix-crash-6ef0.exe .  Alpha version with the bug | Omar Zerhouni Thanks! I will share with the customer and ask them to try it | Nicholas Czarnick Hopefully not hearing from you meant the correction worked ? | Omar Zerhouni Still waiting on a response from the customer. I'll let you know as soon as they confi | Omar Zerhouni Just received confirmation from our customers at DLR Group that the alpha fix is worki | Nicholas Czarnick Great to hear that !  Cheers,  Omar"
6462,101053189816.0,2,RE: Ben McConville booked a meeting with: Alex Galvan,"Cintoo Connect, Import Drone Data","Hi Ben,    Please let me know if you have followed our documentation  https://cintoo.freshdesk.com/a | Nicholas Czarnick Seems to be the same issue as ticket 6322 | Hi Ben,    Thank you for reaching out with your concerns about the drone data and its density. Here  | Omar Zerhouni We have another ticket which had the same issue as ticket 6322, 6366, 6354 | John Tapia this topic will be raised in the next go no go. I already created a Discovery ticket for "
6461,101102656450.0,2,Ellisdon Renewal,Billing,"Hi Alex,     Invoice sent and Follow up Sales updated.  Kind regards,  Cécile"
6460,101021676703.0,2,RE: Cintoo Webshare Link,"shared url, Cintoo Cloud","Hi Yvonne,    If the share link was created before Friday, May 3rd, 2024, there was a known issue th | Good morning,

I just recreated the project and that worked.

Thanks!

Regards,

[http://web"
6459,101102656450.0,2,FW: Cintoo Subscription Renewal...,Billing,"Caroline Noel FYI | Hi Simon,     Ok no renewal of subscription for this customer. Nothing to do.  He can still use his "
6458,101102656450.0,2,Rockwool Renewal 2024-2025,Billing,"Hi Petra,     Invoice sent.  Follow up Sales and Orion updated.       Best regards,  Cécile"
6457,,2,FW: Approved - Invoice USD-4183 - to Ford Motor Company (ANID: AN01053388770) - Notification from SAP Business Network,,"Thanks Rob,     That's great - I was waiting for this one."
6456,101102656450.0,2,"Mehrtec renewal 1K scans CSD, BCM & Branding",,"Hi Petra,     Invoice sent.  Orion & Follow up Sales updated.    Best Regards,  Cécile"
6451,101021676710.0,1,Cintoo / ACC Integration - Issue Type,"ACC, Cintoo Cloud","Hello,

Following a previous session with client Bilfinger. I am pushing some of their comments in | Hello,

Following a previous session with client Bilfinger. I am pushing some of their comments in | Hi Kris,  
   
   
   Let me notify the product owners to evaluate the feature request and also do c | @Martial, @Tania, can you please follow up with this? There's maybe an idea on JPD about this. Do no | Sure, Let me ask Petra for the customer’s specific impact.

For me I think some form of notificati | Ideas added to JDP  * [CP-346] Being notified when a new version of a model is available on ACC - Ci | I am checking to see if this is a feature request and if so can we close the ticket Martial Marchess | Hi Kris,  
   
   
   Martial has added 3 new ideas on JPD, I let you go over them and complete with | Great, thank you @Martial for creating the ideas!     @John, I'll let Kris decide whether to close t | Thanks Leo,

Ues the transferred tickets in JIRA look fine and have been updated to start the revi"
6450,101021676710.0,2,回覆: [Internet]Cintoo: Your 30 day Cintoo Cloud trial begins now,"Cintoo Connect, Network, proxy","Hi Hidy,
   
   
    
   
   
   There's a network error leading the import to fail:
   
   
    
   | @Omar, I think I gave the the good answer to the customer, but could you please double check with th | Dear Leonardo,

Thank you for your email.
We can now access Cintoo Connect.

However, it seems  | Hi Hidy, 
   
   
    
   
   
   Great to hear that the connection issue has been solved.
   
   
  | Dear Leonardo, 

We have a data set of drone data and a set of NavViv pointcloud data.
I refer to | Additional resources in the Knowledge Base about NavVis:  https://help.cintoo.com/support/search/sol | Hi Hidy,    Thank you for the details and data sample for investigation.     Q1: for NavVis data, ar | Dear Leonardo,

Regarding Q1, the issue is that we have only obtained the converted LAS 
data fro | Hi Hidy,  
   
   
   The best is always to have the data as is natively output from the vendor (Nav | Dear Leonardo, 

Due to certain reasons, we may not be able to obtain the mentioned NavVis 
data, | Hidy,
   
   
    
   
   
   Thank you for the feedback, it is a pity that you don't have access to | Dear Leonardo, 

I have revised the scanning path CSV file to 119 scan. However, some parts 
stil | Hi Hidy,  
   
   
   It is better now, you have the data inside the building. The data that's still | Dear Leonardo,

I found there may some missing part. 
Is that because of not enough scan points?  | Hidy,  
   
   
   The number of positions depends indeed on the complexity of the building, special | Hi Steven Tan, who is following up with this trial account on Sales side? Cheers.  | Simon Shaw, are you following up with this prospect? Did he try the last suggestion of Leo? Cheers.  | This ticket is closed and merged into ticket 6600 | My bad here, I have merged this ticket on [#6600] Continued problem uploading e57 : Cintoo Support P | Tickets with IDs 6682 is merged into this ticket. | Merged from ticket 6682  
      Subject: Re: [Internet]Re: 回覆: [Internet]Cintoo: Your 30 day Cintoo  | Hi Hidy,    1. Currently, you can import 360 images if you have the poses (position + orientation) f | @John, as I was replying to this customer, I have linked some articles to our knowledge base and I t | Thank you Leo for the info.  As we're maintaining the content of the Knowledge Base in SharePoint Wo | Ange Abou Got it "
6448,,2,"Folder shared with you: ""Cintoo""",,This ticket is closed and merged into ticket 6446
6447,101095952946.0,1,"Reporting a bug in specifying a Workzone's ""Start at"" date.","Cintoo Cloud, Workzones, AEC-6185","Leonardo Hidd Fonteles Martial Marchesseau Tania Samusina I am able to reproduce the issue as well,  | I could not reproduce, creating, editing a workzone I always get the typed data! BTW I see the date  | Got it ? https://cintoo.atlassian.net/browse/AEC-6185 added to sprint 43. | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Olivier Beltrando) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | Just checking the status of the fix to this issue | Load in production executed May 30, 2024 at 10:24 AM :) | Has this been deployed yet"
6446,101093299571.0,2,Cintoo Support,"Cintoo Connect, NWD, Cintoo Cloud","Hi Adrian,    Can you provide the NWD file to verify the structure of the when processed. If the fil | FYI Omar Zerhouni.  | Tickets with IDs 6448 is merged into this ticket. | Merged from ticket 6448  
      Subject: Folder shared with you: ""Cintoo""  
      Description:   
 
 | Omar Zerhouni The customer has given access to the NWD File  | @John, in addition, and more importantly, we only handle models from a NWD file, we don't support re | Omar Zerhouni I checking back on this ticket to see if the file is structured properly not a unified"
6445,101021676713.0,2,Users from our supplier - Mino-Automations (China based) are not receiving emails to join the project.,"Cintoo Cloud, Invitation","Thomas Corvazier Salomon Mayengue FYI regarding access to project  | Hi Rob,    We are checking this for you I will get back once we have an answer to the issue.       J | Nicholas Czarnick Is there a specific URL they should be going to  | John Tapia The issue being reported is about members being invited to a project by a current project | Thanks John

Rob

STELLANTIS
Digital Process Engineering
Mobile: (248) 339-6908; Desk: (248) 5 | Hi John,

Were you able to find anything out on this issue? I've had a few of the users reach out  | Thomas/Salomon,     Could you confirm if these requests were received on our end or if there is any  | Steven Tan  could you please ask the client to reinvite these users? Their emails were bounced back. | Salomon Mayengue      Will do.  | Hi Rob,    Thanks for following up. Looks like the original email invitations bounced back and now w | Sorry for the delay,

I removed the users, re-added them back, and they did not receive an invite. | Salomon Mayengue The client has reinvited the users to their project and have included the time this | Steven Tan ,     Upon investigation, we found that the bounce issue is occurring because the Cintoo  | Salomon Mayengue      Thank you for investigating. I will relay the information to the client | Hi Rob,    It looks like your the Cintoo domain is blacklisted by your suppliers server. Can you rea | Hi Steve, is the problem solved on customer side? Cheers. | Ange Abou   Rob hasnt provided any sort of update for me. Let me follow up.  | Hi Rob,    I wanted to follow up on this issue. Were you able to reach out to your supplier to discu | Hi Steven,

I reached out to the supplier to see if they can provide a status update. I haven't he | Hi Rob,    Understood. Thanks for letting us know. We will be waiting for a response. If you need an"
6444,101102656450.0,2,"FW: PO 4516541929 - 360594 Cintoo US, Inc.",,"I have updated their subscription in Orion.

Cecile - please proceed to process this order.

Tha | Hi Chuck,     Invoice sent.  Follow up Sales updated.    Kind regards,  Cécile | Hi Cecile,
Something doesn’t look right.  Yesterday afternoon we were at $610,186 in MRR.  Today we | Hi Rob,  My mistake, sorry.  But 5408 € i.e 6003 $ for 4 months why the MRR isn't equal to (6003*3)/ | No problem.  Thanks for looking into this.


Rob Rasnic
Chief Sales Officer
[cid:image001.jpg@0"
6442,101102656450.0,2,FW: Skanska - Cintoo licence Order Details,,"Hi Simon,     Invoice sent to Adam. Orion and Follow up Sales updated.    Kind regards,  Cécile | Good Morning,

Please see attached PO and email from Steve to confirm a new 500 CSD + BCM Site fro | Hi Simon,     Invoice sent to Adam ( customer J Murphy & Sons).  Orion and Follow up Sales updated. "
6441,101102656450.0,2,FW: Taylors,Billing,"Hi Simon,     Invoice sent.  Follow up Sales and Orion updated.    Kind regards,  Cécile"
6440,101021676713.0,2,Cintoo expansion,"Cintoo Connect, Cintoo Cloud, Navvis","Steven Tan Please follow up with Tesla when you can | Hi Ashar,    Thanks for reaching out. Regarding your questions, I am not sure how NavVis specificall | @Muzamil Suliman<mailto:msuliman@tesla.com> to pleae take lead and test workflows with Steven

Bes | Hey Steven hope all is well,
I wanted to see if you have time, so we can hop on a call tomorrow to  | Hi Muzamil,     I hope you are doing well.   1. Understood. In the workflow documentation I sent in  | Hey Steven, I followed that documentation and I was wondering if there was a different method to get | Hey Steven,
We are available anytime today. I will send an Invite for 12:30pm PST please let me kno | Hi Muzamil,  ​   1230 PST should work fine. I should be able to join the meeting you sent out but ju | Hi Muzamil,     Here is a sharepoint link Data. If the Cintoo data upload doesn't work properly, fee | Muzamil Suliman has shared OneDrive for Business files with you. To view them, click the links below | Hi Muzamil,  ​   Hope you had a nice weekend. We were trying to do additional investigation on the d | Hey Steven great to hear from you, sorry about that. I just sent over a link to a onedrive folder th | It worked fine for me using these parameters. The project is here in the dev env    The CSV file sho | By the way, I used the CSV file that a found inside the pano folder.  They shared an excell file ""pa | Anis Meftah   Understood. When I got on the call with them, we tried uploading it during our call an | Hi Muzamil,     We tried uploading your data and it was successful. Can you confirm if the original  | Steven, you can try it on your end. Just download the Test proc zip file. Unzip it and run the uploa | Hey Steven,

The CSV file was in the pano folder but I will run though the steps once  more with a | Hey Steven, thanks for the support on the workflow. It worked out to what we needed.
Now that we ha | Hi Muzamil,  ​   I am glad to hear that. You should be at 10k capacity and I have cc'd Chuck to prov | Hello Steven

I used to be an admin but I am not sure how and why I am not an admin anymore, pleas | Just checking back on this ticket to see if the issue has been resolved "
6437,101021676703.0,2,Password for access to Cintoo not working,"Login, Cintoo Cloud","Hi Dolores,     Can you confirm if you were able to follow each step in this article here: Accessing | Hi Nicholas I am in thank you for the reminder it was an earlier email sent.

DOLORES JANSEN
HOK | Hi Nicholas – It says restricted access to everything except the sample. I followed the new user log | Hi Dolores,    You will need to contact Emily Chang to have her grant you access to the rest of the "
6436,101102656450.0,2,FW: Invoice USD-4259,Billing,"Hi Rob,

Cecile will send a new invoice.

Thanks

Petra

Petra Doucet
Strategic Account Man | Hi Rob,     I've done a credit note and I've redone the invoice with the correct name Norconsult Nor"
6434,101102656450.0,2,FW: New VRSI PO# 39263 - need to convert trial site to paid annual subscription,,"Hi Chuck,
I have updated their subscription accordingly.

@Cécile Thil<mailto:cecile.thil@cintoo. | Hi Chuck,     Invoice sent.  Follow up sales updated.  Kind regards,  Cécile"
6433,101053189816.0,2,Deleted projects,"Restore, Cintoo Cloud","Nicholas Czarnick What is the retention period | 30 days to restore a deleted project from My Projects > Deleted tab | Hi Gary,    The retention period deleted projects is 30 days if they are within the period I can sen"
6432,101053189816.0,2,AutoCAD 2D drawing file,"Cintoo Cloud, 2D DWG","Hi Russ,    Can you provide more detail and screenshot to better get a handle of the situation       | John,

The first screen shot below is from the actual AutoCAD file.  The second screen shot is wha | Hi Russ,    When exporting the CAD drawing what is the extension you are exporting.  The file needs  | It is a .dwg file.  This file is only 2D.  Are there any work arounds/tricks I can try to get the fi | Nicholas Czarnick Steven Tan Any ideas on this matter  | Hi Russ,    Let me check with my collegues on this matter        John Tapia  Technical Support Manag | @John, please ask the customer if the upload was through ACC or from the disk. | Hi Russ,    Did you upload the file from ACC or from the disk       John Tapia  Technical Support Ma | ACC




[cid:BCESigBar2_e919768c-db09-4e3d-a77a-53927999ed56111111111111.png]

Russ Lowry
CA | Leonardo Hidd Fonteles He is using ACC  | John Tapia The customer can try saving the DWG to his local hard drive and upload to Cintoo from loc | Hi Russ,    Can you save the DWG to the local hard drive and the. Upload the file using the option l | John, since the model was imported from ACC it would be interesting to see what we can see from the  | Doing it that way seemed to work. Thank you




[cid:BCESigBar2_e919768c-db09-4e3d-a77a-5392799"
6431,101021676703.0,2,Point clouds not Showing for Compariosn Views,"Cintoo Connect, Trimble, Import Structured Scans","Hi Stephen,    Have you tried exporting the scans in structured point cloud, or does the software on | Hi John - Yes in both cases (.rcp & .e57) were exported from Trimble Business Centre as ""structured"" | Nicholas Czarnick Steven Tan Kris Atkinson I am checking to see if you have any other ideas based on | Hi Stephen,    John has looped me in on your inquiry. Please invite me (czarnick@cintoo.com) to the  | Hi Nicholas,
You have been added to the project.

Thank you.

Stephen Wright
613.978.5398

 | Hi Stephen,     Thanks for giving me access to your project. We've encountered this same issue befor | Hi Nicholas, It appears the settings are set as they should be in TBC. Some screen shots are attache | Hi Stephen,    Thanks for the additional information. Are you able to export a raw (uncleaned) scan  | ﻿

I am out of the office but will be returning Thursday May 23rd, 2024.

I will respond to your | Hi Nicholas – did you receive those files ok? Is there any update?


Thank you,
Stephen


Ste | Hi Stephen,    ​Thanks for sharing the E57 and RCP files with us. We can confirm that the root cause"
6430,,3,NWD's not Importing From ACC,"ACC, Cintoo Cloud, AEC-6191","Nicholas Czarnick Would this be a limitation in ACC  | Hi Greg,    Let me check with my collegues to see what is happening        John Tapia  Technical Sup | Thank you. For what it's worth, my colleague John (CC'd) created a new folder and put a single NWD i | John Tapia I can take over this one | @Martial, @Tania, please to check if the latest release introduced a regression  | Hi Greg,    John has looped me in on your inquiry.      Please confirm if clicking the Refresh icon  | Hi Nicholas,

Thanks for taking the time to help us get this issue resolved.

Unfortunately, thi | Hi Greg,    I'm seeing the same message when I disconnect and re-connect my Autodesk account in Cint | Leonardo Hidd Fonteles Tania Samusina Martial Marchesseau I am not able to reproduce the issue of ha | Once I've checked the box ""Do not display again"", when I open again in the same browser this message | I see the customer using an ACC desktop application inside his Windows File explorer to explore and  | Martial Marchesseau When I check the box ""Do not display again"" the message doesn't display again. I | Thanks Nicholas. Please let us know as soon as this is resolved. This will be critical functionality | Hi Greg,    I've been running some tests with my own Cintoo and ACC accounts but have not been able  | ACC browse to NWD folder and a bunch of nwd’s shown.


[cid:image001.png@01DAA7D5.FD2D5490]


 | Leonardo Hidd Fonteles Martial Marchesseau Screenshots provided by customer showing full directory i | As we did not succeed in reproducing the issue, would it be possible to be ask the customer to  * on | Thanks for the screenshots. Please follow these steps and send us the requested information:     1.  | I will be out of the office Friday May 17th and back Tuesday May 21st. If you need to reach me call  | Here you are.

[cid:image001.png@01DAA856.32BF42A0]

 | Martial Marchesseau See screenshot of dev tools from customer | Here it is with ""files"" expanded (interestingly, it does see our model here):

[cid:image002.png@0 | Thanks for the additional screenshots. We are still investigating the issue and will let you know as | Martial Marchesseau Additional screenshot from the customer shows the model file name in dev tools,  | I finally narrowed down the issue. The file is not visible on Cintoo side because of the extension w | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Laurent Llorca) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment"
6427,101102656450.0,2,renewal order Hafslund,,"Hi Petra,     Invoice sent.  Follow up Sales and Orion updated.       Best Regards,  Cécile"
6426,101102656450.0,2,FW: Upgrade my Cintoo Subscription Capacity,,"Hi Petra,     Invoice sent.  Orion  & Follow up Sales updated.    Cécile"
6425,101053189816.0,2,Report and issues,"Cintoo Cloud, Reports, Annotations","Omar Zerhouni This is a feature request from a customer who is suggesting an enhancement to the Repo | Hi Annika,    ​Thanks for the suggestion and feedback I will submit the request to the dev team      | hi John Tapia,  I created a Discovery idea for this | Hi Annika,    Thank you for submitting your feature request. We have received your request and it ha"
6423,101021676710.0,2,How to get consistent resolution in Cintoo,,"Hi Raksapadjar,  
   
   
   The resolution we show in the info panel is the one of the scan grid, r"
6420,,2,RE: 11GBCellMercedesSTP.png,,This ticket is closed and merged into ticket 6415
6418,,2,Automatic reply: Site Map missing,Cintoo Cloud,This ticket is closed and merged into ticket 6016
6416,101021676710.0,2,3D Surface/RGB thicker outline,"Cintoo Connect, Cintoo Cloud","Hi Raksapadjar,    Can you provide access to the project to me and Nick john.tapia@cintoo.com and cz | Hi,

I have added both of you to Tangguh LNG Project.

All new scans is in UPDATE SCANS 2024, sc | Hi Raksapadjar,    Thanks I will work with my colleague and see what we can do  
   John Tapia  Tech | John, I'll take this ticket. | Hi Raksapadjar, 
   
   
    
   
   
   Getting the shift here in the Europe.
   
   
    
   
   
 | Thanks Leonardo,

One follow up question, is that means that I can’t make the outline thinner by i | Raksapadjar,  
   
   
   Well, it depends on several things: resolution used, post processing done  | Leonardo,

I have upload 3 E57 in Cintoo, kindly please download as per request.  They are in Tang | Leonardo Hidd Fonteles Do we have an update on this ticket "
6415,101093299571.0,2,RE: VS30_566_RB_250_A_ST010-ST031 - No Part CAD.jt,Cintoo Connect,"Mark is a potential client and had some issues with a JT file he uploaded. I requested a screenshot  | Here is the screenshot of how the same JT file looks in Cintoo  | Tickets with IDs 6420 is merged into this ticket. | Merged from ticket 6420  
      Subject: RE: 11GBCellMercedesSTP.png  
      Description:  
 Mark, 
 | Steven Tan Can user send us the original jt file and .step file. (11GB Step file is huge by the way. | Omar,     In the original email sent by Mark, I believe the original JT file is located there. If it | Steven Tan The link doesn't work on my side. did it work for you ? Also, from client description, th | I reuploaded the JT file into our sharepoint. VRSI Files   The other two items in the link he provid | Steven Tan I am checking to see the update on the ticket to see where we are at with the ticket  | John Tapia   I am meeting with them tomorrow to discuss a few items and will make sure to bring this"
6414,101095952863.0,2,RE: Cintoo Hub Ownership Transfer - Tesla GFTX Project,"Cintoo Cloud, Account","Chuck and I just met with the Tesla team. Mark is apparently an admin on their Cintoo account alread | Charles Grassley      Chuck can you provide any additional details or confirm the situation with Tes | https://www.linkedin.com/feed/update/urn:li:activity:7188546730987008000/

Here is Gilbert's Linke | Ange Abou Leonardo Hidd Fonteles   Wanted to follow up on this item. Is this sufficient information  | Yes, thank you very much for the investigation.     @Thomas, @Tania, can you please proceed with the | It can't be done in the UI but we have a script for doing it  I will run the update on Tuesday morni | Hi Steven Tan, I just updated the account owner from gicoronado@tesla.com to mrickabaugh@tesla.com | Thomas Corvazier      Understood. Thanks for letting me know. I update the customer.  | Hi Mark,    I hope you are doing well. Our team has transfer the main administrator role to you. I b"
6412,101102656450.0,2,FW: Reminder: Your invoice from Cintoo US Inc. #USD-4149 is 0 days past due,,"Hi Sarah,    It's paid on SVB in April.  Best Regards,  Cécile"
6409,,2,Upload problem with cintoo connect SOLVED,,This ticket is closed and merged into ticket 6407
6407,101053189816.0,2,Upload problem with cintoo connect,"Cintoo Connect, Import Structured Scans","Hi Mark.,    Can you provide some screenshots of what you are seeing to better get a handle of the i | Tickets with IDs 6409 is merged into this ticket. | Merged from ticket 6409  
      Subject: Upload problem with cintoo connect SOLVED  
      Descripti"
